时间,区域,数量
2015/4/29 9:00,F,33191
2015/4/29 12:00,F,39484
2015/4/29 15:00,F,48053
2015/4/29 18:00,F,46027
2015/4/29 21:00,F,45483
2015/4/30 0:00,F,16138
2015/4/30 0:00,F,12305
2015/4/30 3:00,F,16633
2015/4/30 6:00,F,22392
2015/4/30 9:00,F,37261
2015/4/30 12:00,F,38732
2015/4/30 15:00,F,40407
2015/4/30 18:00,F,40474
2015/4/30 21:00,F,41811
2015/5/1 0:00,F,19394
2015/4/1 0:00,G,1035
2015/4/1 3:00,G,1732
2015/4/1 6:00,G,2902
2015/4/1 9:00,G,3314
2015/4/1 12:00,G,2694
2015/4/1 15:00,G,1723
2015/4/1 18:00,G,2350
2015/4/1 21:00,G,2532
2015/4/2 0:00,G,1612
2015/4/2 0:00,G,1957
2015/4/2 3:00,G,3082
2015/4/2 6:00,G,2486
2015/4/2 9:00,G,3512
2015/4/2 12:00,G,3237
2015/4/2 15:00,G,4379
2015/4/2 18:00,G,2823
2015/4/2 21:00,G,2553
2015/4/3 0:00,G,1540
2015/4/3 0:00,G,1847
2015/4/3 3:00,G,3278
2015/4/3 6:00,G,2995
2015/4/3 9:00,G,3269
2015/4/3 12:00,G,2182
2015/4/3 15:00,G,1994
2015/4/3 18:00,G,2435
2015/4/3 21:00,G,2571
2015/4/4 0:00,G,1260
2015/4/4 0:00,G,1624
2015/4/4 3:00,G,2967
2015/4/4 6:00,G,3190
2015/4/4 9:00,G,4445
2015/4/4 12:00,G,3119
2015/4/4 15:00,G,2650
2015/4/4 18:00,G,2873
2015/4/4 21:00,G,3063
2015/4/5 0:00,G,1527
2015/4/5 0:00,G,1390
2015/4/5 3:00,G,2933
2015/4/5 6:00,G,3268
2015/4/5 9:00,G,3875
2015/4/5 12:00,G,2498
2015/4/5 15:00,G,3046
2015/4/5 18:00,G,2412
2015/4/5 21:00,G,2327
2015/4/6 0:00,G,1624
2015/4/6 0:00,G,1666
2015/4/6 3:00,G,2935
2015/4/6 6:00,G,2984
2015/4/6 9:00,G,4887
2015/4/6 12:00,G,3844
2015/4/6 15:00,G,3245
2015/4/6 18:00,G,3943
2015/4/6 21:00,G,2341
2015/4/7 0:00,G,1570
2015/4/7 0:00,G,1535
2015/4/7 3:00,G,2835
2015/4/7 6:00,G,3334
2015/4/7 9:00,G,3470
2015/4/7 12:00,G,2760
2015/4/7 15:00,G,2537
2015/4/7 18:00,G,1984
2015/4/7 21:00,G,1446
2015/4/8 0:00,G,844
2015/4/8 0:00,G,1696
2015/4/8 3:00,G,2909
2015/4/8 6:00,G,4098
2015/4/8 9:00,G,3463
2015/4/8 12:00,G,2838
2015/4/8 15:00,G,2456
2015/4/8 18:00,G,1962
2015/4/8 21:00,G,1743
2015/4/9 0:00,G,1154
2015/4/9 0:00,G,1230
2015/4/9 3:00,G,3563
2015/4/9 6:00,G,3613
2015/4/9 9:00,G,3728
2015/4/9 12:00,G,2189
2015/4/9 15:00,G,2334
2015/4/9 18:00,G,1763
2015/4/9 21:00,G,1231
2015/4/10 0:00,G,1377
2015/4/10 0:00,G,1055
2015/4/10 3:00,G,3231
2015/4/10 6:00,G,3437
2015/4/10 9:00,G,3020
2015/4/10 12:00,G,2365
2015/4/10 15:00,G,2687
2015/4/10 18:00,G,3145
2015/4/10 21:00,G,2310
2015/4/11 0:00,G,1463
2015/4/11 0:00,G,2067
2015/4/11 3:00,G,3767
2015/4/11 6:00,G,2713
2015/4/11 9:00,G,3506
2015/4/11 12:00,G,3509
2015/4/11 15:00,G,2611
2015/4/11 18:00,G,3586
2015/4/11 21:00,G,2487
2015/4/12 0:00,G,1345
2015/4/12 0:00,G,1566
2015/4/12 3:00,G,3011
2015/4/12 6:00,G,3545
2015/4/12 9:00,G,4981
2015/4/12 12:00,G,2989
2015/4/12 15:00,G,3268
2015/4/12 18:00,G,3227
2015/4/12 21:00,G,2846
2015/4/13 0:00,G,1398
2015/4/13 0:00,G,1363
2015/4/13 3:00,G,2504
2015/4/13 6:00,G,3714
2015/4/13 9:00,G,4752
2015/4/13 12:00,G,2426
2015/4/13 15:00,G,2644
2015/4/13 18:00,G,2879
2015/4/13 21:00,G,2820
2015/4/14 0:00,G,1515
2015/4/14 0:00,G,1794
2015/4/14 3:00,G,3131
2015/4/14 6:00,G,3439
2015/4/14 9:00,G,4127
2015/4/14 12:00,G,3041
2015/4/14 15:00,G,3207
2015/4/14 18:00,G,2677
2015/4/14 21:00,G,2410
2015/4/15 0:00,G,1771
2015/4/15 0:00,G,1655
2015/4/15 3:00,G,2204
2015/4/15 6:00,G,3032
2015/4/15 9:00,G,3361
2015/4/15 12:00,G,2664
2015/4/15 15:00,G,2005
2015/4/15 18:00,G,2104
2015/4/15 21:00,G,1134
2015/4/16 0:00,G,548
2015/4/16 0:00,G,1667
2015/4/16 3:00,G,2348
2015/4/16 6:00,G,2816
2015/4/16 9:00,G,2948
2015/4/16 12:00,G,2038
2015/4/16 15:00,G,2016
2015/4/16 18:00,G,2565
2015/4/16 21:00,G,2555
2015/4/17 0:00,G,1207
2015/4/17 0:00,G,1909
2015/4/17 3:00,G,3371
2015/4/17 6:00,G,3283
2015/4/17 9:00,G,3363
2015/4/17 12:00,G,1955
2015/4/17 15:00,G,2306
2015/4/17 18:00,G,1838
2015/4/17 21:00,G,2193
2015/4/18 0:00,G,1219
2015/4/18 0:00,G,1690
2015/4/18 3:00,G,3322
2015/4/18 6:00,G,4253
2015/4/18 9:00,G,4348
2015/4/18 12:00,G,4199
2015/4/18 15:00,G,3007
2015/4/18 18:00,G,2044
2015/4/18 21:00,G,3012
2015/4/19 0:00,G,1495
2015/4/19 0:00,G,1932
2015/4/19 3:00,G,3058
2015/4/19 6:00,G,3972
2015/4/19 9:00,G,5747
2015/4/19 12:00,G,4439
2015/4/19 15:00,G,3438
2015/4/19 18:00,G,2355
2015/4/19 21:00,G,2298
2015/4/20 0:00,G,1510
2015/4/20 0:00,G,1708
2015/4/20 3:00,G,3368
2015/4/20 6:00,G,2916
2015/4/20 9:00,G,3957
2015/4/20 12:00,G,3540
2015/4/20 15:00,G,3102
2015/4/20 18:00,G,1818
2015/4/20 21:00,G,1853
2015/4/21 0:00,G,1262
2015/4/21 0:00,G,1258
2015/4/21 3:00,G,2194
2015/4/21 6:00,G,3053
2015/4/21 9:00,G,3661
2015/4/21 12:00,G,2124
2015/4/21 15:00,G,2738
2015/4/21 18:00,G,2377
2015/4/21 21:00,G,1504
2015/4/22 0:00,G,1032
2015/4/22 0:00,G,1849
2015/4/22 3:00,G,3367
2015/4/22 6:00,G,3558
2015/4/22 9:00,G,2993
2015/4/22 12:00,G,3337
2015/4/22 15:00,G,3324
2015/4/22 18:00,G,2339
2015/4/22 21:00,G,2652
2015/4/23 0:00,G,1518
2015/4/23 0:00,G,1785
2015/4/23 3:00,G,2581
2015/4/23 6:00,G,3062
2015/4/23 9:00,G,3089
2015/4/23 12:00,G,2312
2015/4/23 15:00,G,1813
2015/4/23 18:00,G,1734
2015/4/23 21:00,G,1988
2015/4/24 0:00,G,1465
2015/4/24 0:00,G,1573
2015/4/24 3:00,G,3174
2015/4/24 6:00,G,3624
2015/4/24 9:00,G,3466
2015/4/24 12:00,G,2887
2015/4/24 15:00,G,2744
2015/4/24 18:00,G,3271
2015/4/24 21:00,G,2192
2015/4/25 0:00,G,1418
2015/4/25 0:00,G,1556
2015/4/25 3:00,G,2763
2015/4/25 6:00,G,2936
2015/4/25 9:00,G,4031
2015/4/25 12:00,G,3946
2015/4/25 15:00,G,4414
2015/4/25 18:00,G,2856
2015/4/25 21:00,G,1917
2015/4/26 0:00,G,1166
2015/4/26 0:00,G,1512
2015/4/26 3:00,G,2271
2015/4/26 6:00,G,2443
2015/4/26 9:00,G,4563
2015/4/26 12:00,G,3377
2015/4/26 15:00,G,3559
2015/4/26 18:00,G,3972
2015/4/26 21:00,G,1857
2015/4/27 0:00,G,1006
2015/4/27 0:00,G,1710
2015/4/27 3:00,G,1998
2015/4/27 6:00,G,2808
2015/4/27 9:00,G,3977
2015/4/27 12:00,G,2277
2015/4/27 15:00,G,2333
2015/4/27 18:00,G,2029
2015/4/27 21:00,G,1841
2015/4/28 0:00,G,672
2015/4/28 0:00,G,1159
2015/4/28 3:00,G,2931
2015/4/28 6:00,G,2657
2015/4/28 9:00,G,2727
2015/4/28 12:00,G,3644
2015/4/28 15:00,G,2415
2015/4/28 18:00,G,2093
2015/4/28 21:00,G,1475
2015/4/29 0:00,G,1038
2015/4/29 0:00,G,1494
2015/4/29 3:00,G,2531
2015/4/29 6:00,G,3090
2015/4/29 9:00,G,2719
2015/4/29 12:00,G,2442
2015/4/29 15:00,G,1665
2015/4/29 18:00,G,2771
2015/4/29 21:00,G,1791
2015/4/30 0:00,G,1086
2015/4/30 0:00,G,1720
2015/4/30 3:00,G,3297
2015/4/30 6:00,G,2699
2015/4/30 9:00,G,2814
2015/4/30 12:00,G,3676
2015/4/30 15:00,G,3980
2015/4/30 18:00,G,2593
2015/4/30 21:00,G,2320
2015/5/1 0:00,G,1120
2015/4/1 0:00,H,8634
2015/4/1 3:00,H,4996
2015/4/1 6:00,H,11705
2015/4/1 9:00,H,45634
2015/4/1 12:00,H,42239
2015/4/1 15:00,H,49314
2015/4/1 18:00,H,48617
2015/4/1 21:00,H,34632
2015/4/2 0:00,H,12547
2015/4/2 0:00,H,8174
2015/4/2 3:00,H,7429
2015/4/2 6:00,H,12076
2015/4/2 9:00,H,44767
2015/4/2 12:00,H,35985
2015/4/2 15:00,H,49309
2015/4/2 18:00,H,45223
2015/4/2 21:00,H,30407
2015/4/3 0:00,H,10913
2015/4/3 0:00,H,6795
2015/4/3 3:00,H,5393
2015/4/3 6:00,H,11687
2015/4/3 9:00,H,45176
2015/4/3 12:00,H,42548
2015/4/3 15:00,H,50438
2015/4/3 18:00,H,46013
2015/4/3 21:00,H,32658
2015/4/4 0:00,H,13671
2015/4/4 0:00,H,9546
2015/4/4 3:00,H,6038
2015/4/4 6:00,H,8261
2015/4/4 9:00,H,30619
2015/4/4 12:00,H,30824
2015/4/4 15:00,H,36804
2015/4/4 18:00,H,28727
2015/4/4 21:00,H,22994
2015/4/5 0:00,H,8636
2015/4/5 0:00,H,5244
2015/4/5 3:00,H,4538
2015/4/5 6:00,H,7687
2015/4/5 9:00,H,26563
2015/4/5 12:00,H,31506
2015/4/5 15:00,H,32572
2015/4/5 18:00,H,28194
2015/4/5 21:00,H,22272
2015/4/6 0:00,H,7152
2015/4/6 0:00,H,4645
2015/4/6 3:00,H,3878
2015/4/6 6:00,H,7074
2015/4/6 9:00,H,28680
2015/4/6 12:00,H,28098
2015/4/6 15:00,H,31336
2015/4/6 18:00,H,28814
2015/4/6 21:00,H,24559
2015/4/7 0:00,H,9095
2015/4/7 0:00,H,5616
2015/4/7 3:00,H,3827
2015/4/7 6:00,H,10731
2015/4/7 9:00,H,41552
2015/4/7 12:00,H,42762
2015/4/7 15:00,H,46351
2015/4/7 18:00,H,45352
2015/4/7 21:00,H,34520
2015/4/8 0:00,H,12371
2015/4/8 0:00,H,6883
2015/4/8 3:00,H,3628
2015/4/8 6:00,H,11005
2015/4/8 9:00,H,43876
2015/4/8 12:00,H,41178
2015/4/8 15:00,H,51469
2015/4/8 18:00,H,47637
2015/4/8 21:00,H,35499
2015/4/9 0:00,H,13070
2015/4/9 0:00,H,7308
2015/4/9 3:00,H,4809
2015/4/9 6:00,H,11232
2015/4/9 9:00,H,50859
2015/4/9 12:00,H,44080
2015/4/9 15:00,H,50463
2015/4/9 18:00,H,48421
2015/4/9 21:00,H,36403
2015/4/10 0:00,H,8638
2015/4/10 0:00,H,15716
2015/4/10 3:00,H,7740
2015/4/10 6:00,H,14107
2015/4/10 9:00,H,50082
2015/4/10 12:00,H,45016
2015/4/10 15:00,H,51099
2015/4/10 18:00,H,51165
2015/4/10 21:00,H,33785
2015/4/11 0:00,H,15950
2015/4/11 0:00,H,11060
2015/4/11 3:00,H,8228
2015/4/11 6:00,H,12403
2015/4/11 9:00,H,36641
2015/4/11 12:00,H,39108
2015/4/11 15:00,H,42001
2015/4/11 18:00,H,36544
2015/4/11 21:00,H,29611
2015/4/12 0:00,H,12859
2015/4/12 0:00,H,7062
2015/4/12 3:00,H,6264
2015/4/12 6:00,H,9760
2015/4/12 9:00,H,33492
2015/4/12 12:00,H,35035
2015/4/12 15:00,H,37210
2015/4/12 18:00,H,34285
2015/4/12 21:00,H,28170
2015/4/13 0:00,H,11186
2015/4/13 0:00,H,5970
2015/4/13 3:00,H,4210
2015/4/13 6:00,H,13169
2015/4/13 9:00,H,43073
2015/4/13 12:00,H,40862
2015/4/13 15:00,H,52298
2015/4/13 18:00,H,46050
2015/4/13 21:00,H,33839
2015/4/14 0:00,H,11799
2015/4/14 0:00,H,7293
2015/4/14 3:00,H,5937
2015/4/14 6:00,H,11765
2015/4/14 9:00,H,42553
2015/4/14 12:00,H,45206
2015/4/14 15:00,H,50615
2015/4/14 18:00,H,47141
2015/4/14 21:00,H,35126
2015/4/15 0:00,H,13483
2015/4/15 0:00,H,7957
2015/4/15 3:00,H,4466
2015/4/15 6:00,H,12761
2015/4/15 9:00,H,46487
2015/4/15 12:00,H,45299
2015/4/15 15:00,H,53256
2015/4/15 18:00,H,47708
2015/4/15 21:00,H,37198
2015/4/16 0:00,H,14414
2015/4/16 0:00,H,9484
2015/4/16 3:00,H,8322
2015/4/16 6:00,H,11261
2015/4/16 9:00,H,47995
2015/4/16 12:00,H,40005
2015/4/16 15:00,H,47332
2015/4/16 18:00,H,47566
2015/4/16 21:00,H,35632
2015/4/17 0:00,H,13961
2015/4/17 0:00,H,8839
2015/4/17 3:00,H,4553
2015/4/17 6:00,H,13449
2015/4/17 9:00,H,52821
2015/4/17 12:00,H,43494
2015/4/17 15:00,H,56685
2015/4/17 18:00,H,48725
2015/4/17 21:00,H,35607
2015/4/18 0:00,H,14087
2015/4/18 0:00,H,12985
2015/4/18 3:00,H,10185
2015/4/18 6:00,H,10705
2015/4/18 9:00,H,34353
2015/4/18 12:00,H,37785
2015/4/18 15:00,H,41300
2015/4/18 18:00,H,37341
2015/4/18 21:00,H,30780
2015/4/19 0:00,H,12679
2015/4/19 0:00,H,7560
2015/4/19 3:00,H,6117
2015/4/19 6:00,H,11798
2015/4/19 9:00,H,34469
2015/4/19 12:00,H,33957
2015/4/19 15:00,H,33363
2015/4/19 18:00,H,34555
2015/4/19 21:00,H,29964
2015/4/20 0:00,H,10636
2015/4/20 0:00,H,5662
2015/4/20 3:00,H,4834
2015/4/20 6:00,H,11013
2015/4/20 9:00,H,37272
2015/4/20 12:00,H,40510
2015/4/20 15:00,H,49792
2015/4/20 18:00,H,49257
2015/4/20 21:00,H,33429
2015/4/21 0:00,H,13153
2015/4/21 0:00,H,8706
2015/4/21 3:00,H,5261
2015/4/21 6:00,H,12228
2015/4/21 9:00,H,45592
2015/4/21 12:00,H,42390
2015/4/21 15:00,H,50710
2015/4/21 18:00,H,53933
2015/4/21 21:00,H,37732
2015/4/22 0:00,H,16312
2015/4/22 0:00,H,9644
2015/4/22 3:00,H,7721
2015/4/22 6:00,H,11536
2015/4/22 9:00,H,51738
2015/4/22 12:00,H,43980
2015/4/22 15:00,H,51956
2015/4/22 18:00,H,51420
2015/4/22 21:00,H,36842
2015/4/23 0:00,H,14517
2015/4/23 0:00,H,9715
2015/4/23 3:00,H,7419
2015/4/23 6:00,H,12860
2015/4/23 9:00,H,50003
2015/4/23 12:00,H,41886
2015/4/23 15:00,H,53570
2015/4/23 18:00,H,48278
2015/4/23 21:00,H,35737
2015/4/24 0:00,H,13576
2015/4/24 0:00,H,8800
2015/4/24 3:00,H,5688
2015/4/24 6:00,H,13389
2015/4/24 9:00,H,51300
2015/4/24 12:00,H,44564
2015/4/24 15:00,H,52502
2015/4/24 18:00,H,50030
2015/4/24 21:00,H,34778
2015/4/25 0:00,H,15577
2015/4/25 0:00,H,12761
2015/4/25 3:00,H,9224
2015/4/25 6:00,H,12929
2015/4/25 9:00,H,38645
2015/4/25 12:00,H,36647
2015/4/25 15:00,H,39930
2015/4/25 18:00,H,37005
2015/4/25 21:00,H,29869
2015/4/26 0:00,H,11757
2015/4/26 0:00,H,7954
2015/4/26 3:00,H,7287
2015/4/26 6:00,H,12330
2015/4/26 9:00,H,34057
2015/4/26 12:00,H,34230
2015/4/26 15:00,H,37405
2015/4/26 18:00,H,34063
2015/4/26 21:00,H,26378
2015/4/27 0:00,H,10033
2015/4/27 0:00,H,5218
2015/4/27 3:00,H,4077
2015/4/27 6:00,H,12785
2015/4/27 9:00,H,42559
2015/4/27 12:00,H,40347
2015/4/27 15:00,H,51007
2015/4/27 18:00,H,49988
2015/4/27 21:00,H,34863
2015/4/28 0:00,H,12935
2015/4/28 0:00,H,6788
2015/4/28 3:00,H,6173
2015/4/28 6:00,H,12246
2015/4/28 9:00,H,53026
2015/4/28 12:00,H,47060
2015/4/28 15:00,H,51679
2015/4/28 18:00,H,50575
2015/4/28 21:00,H,33954
2015/4/29 0:00,H,11930
2015/4/29 0:00,H,8894
2015/4/29 3:00,H,5270
2015/4/29 6:00,H,12266
2015/4/29 9:00,H,52192
2015/4/29 12:00,H,41765
2015/4/29 15:00,H,51829
2015/4/29 18:00,H,48765
2015/4/29 21:00,H,33523
2015/4/30 0:00,H,13537
2015/4/30 0:00,H,8171
2015/4/30 3:00,H,5897
2015/4/30 6:00,H,14336
2015/4/30 9:00,H,51102
2015/4/30 12:00,H,43360
2015/4/30 15:00,H,51311
2015/4/30 18:00,H,49219
2015/4/30 21:00,H,31302
2015/5/1 0:00,H,12394
2015/4/1 0:00,J,7822
2015/4/1 3:00,J,7905
2015/4/1 6:00,J,7145
2015/4/1 9:00,J,25150
2015/4/1 12:00,J,30281
2015/4/1 15:00,J,21374
2015/4/1 18:00,J,25461
2015/4/1 21:00,J,25776
2015/4/2 0:00,J,11529
2015/4/2 0:00,J,6833
2015/4/2 3:00,J,7011
2015/4/2 6:00,J,7575
2015/4/2 9:00,J,25632
2015/4/2 12:00,J,25229
2015/4/2 15:00,J,21076
2015/4/2 18:00,J,21816
2015/4/2 21:00,J,18602
2015/4/3 0:00,J,10472
2015/4/3 0:00,J,6780
2015/4/3 3:00,J,6299
2015/4/3 6:00,J,6183
2015/4/3 9:00,J,27405
2015/4/3 12:00,J,27563
2015/4/3 15:00,J,24248
2015/4/3 18:00,J,28052
2015/4/3 21:00,J,30628
2015/4/4 0:00,J,10068
2015/4/4 0:00,J,6874
2015/4/4 3:00,J,8140
2015/4/4 6:00,J,7471
2015/4/4 9:00,J,12186
2015/4/4 12:00,J,12246
2015/4/4 15:00,J,9677
2015/4/4 18:00,J,11649
2015/4/4 21:00,J,10976
2015/4/5 0:00,J,3660
2015/4/5 0:00,J,3171
2015/4/5 3:00,J,3907
2015/4/5 6:00,J,4774
2015/4/5 9:00,J,11198
2015/4/5 12:00,J,11305
2015/4/5 15:00,J,9587
2015/4/5 18:00,J,8323
2015/4/5 21:00,J,8370
2015/4/6 0:00,J,3936
2015/4/6 0:00,J,3040
2015/4/6 3:00,J,4109
2015/4/6 6:00,J,4650
2015/4/6 9:00,J,11885
2015/4/6 12:00,J,13316
2015/4/6 15:00,J,10721
2015/4/6 18:00,J,11064
2015/4/6 21:00,J,10856
2015/4/7 0:00,J,4164
2015/4/7 0:00,J,3589
2015/4/7 3:00,J,3598
2015/4/7 6:00,J,6757
2015/4/7 9:00,J,27173
2015/4/7 12:00,J,25306
2015/4/7 15:00,J,22801
2015/4/7 18:00,J,22622
2015/4/7 21:00,J,22103
2015/4/8 0:00,J,11279
2015/4/8 0:00,J,6831
2015/4/8 3:00,J,7434
2015/4/8 6:00,J,6398
2015/4/8 9:00,J,30589
2015/4/8 12:00,J,26832
2015/4/8 15:00,J,20189
2015/4/8 18:00,J,22151
2015/4/8 21:00,J,18989
2015/4/9 0:00,J,11616
2015/4/9 0:00,J,9529
2015/4/9 3:00,J,7554
2015/4/9 6:00,J,7040
2015/4/9 9:00,J,27555
2015/4/9 12:00,J,27426
2015/4/9 15:00,J,21484
2015/4/9 18:00,J,22019
2015/4/9 21:00,J,22919
2015/4/10 0:00,J,8793
2015/4/10 0:00,J,12372
2015/4/10 3:00,J,7886
2015/4/10 6:00,J,7320
2015/4/10 9:00,J,30773
2015/4/10 12:00,J,27254
2015/4/10 15:00,J,17475
2015/4/10 18:00,J,21192
2015/4/10 21:00,J,21658
2015/4/11 0:00,J,11168
2015/4/11 0:00,J,8062
2015/4/11 3:00,J,8691
2015/4/11 6:00,J,7922
2015/4/11 9:00,J,13794
2015/4/11 12:00,J,12486
2015/4/11 15:00,J,11328
2015/4/11 18:00,J,15181
2015/4/11 21:00,J,11777
2015/4/12 0:00,J,5801
2015/4/12 0:00,J,5567
2015/4/12 3:00,J,5072
2015/4/12 6:00,J,4982
2015/4/12 9:00,J,12461
2015/4/12 12:00,J,13396
2015/4/12 15:00,J,10846
2015/4/12 18:00,J,11516
2015/4/12 21:00,J,11472
2015/4/13 0:00,J,4819
2015/4/13 0:00,J,4040
2015/4/13 3:00,J,3658
2015/4/13 6:00,J,6426
2015/4/13 9:00,J,28322
2015/4/13 12:00,J,23954
2015/4/13 15:00,J,23505
2015/4/13 18:00,J,23957
2015/4/13 21:00,J,22150
2015/4/14 0:00,J,9891
2015/4/14 0:00,J,5569
2015/4/14 3:00,J,4481
2015/4/14 6:00,J,6004
2015/4/14 9:00,J,27511
2015/4/14 12:00,J,27986
2015/4/14 15:00,J,23454
2015/4/14 18:00,J,20252
2015/4/14 21:00,J,21231
2015/4/15 0:00,J,10970
2015/4/15 0:00,J,7305
2015/4/15 3:00,J,5502
2015/4/15 6:00,J,6409
2015/4/15 9:00,J,27609
2015/4/15 12:00,J,29697
2015/4/15 15:00,J,21847
2015/4/15 18:00,J,24367
2015/4/15 21:00,J,19954
2015/4/16 0:00,J,11694
2015/4/16 0:00,J,8935
2015/4/16 3:00,J,8394
2015/4/16 6:00,J,6687
2015/4/16 9:00,J,31652
2015/4/16 12:00,J,26979
2015/4/16 15:00,J,22508
2015/4/16 18:00,J,25071
2015/4/16 21:00,J,20682
2015/4/17 0:00,J,9290
2015/4/17 0:00,J,7153
2015/4/17 3:00,J,6871
2015/4/17 6:00,J,8392
2015/4/17 9:00,J,30067
2015/4/17 12:00,J,30668
2015/4/17 15:00,J,22954
2015/4/17 18:00,J,23038
2015/4/17 21:00,J,21455
2015/4/18 0:00,J,9298
2015/4/18 0:00,J,6678
2015/4/18 3:00,J,7935
2015/4/18 6:00,J,7189
2015/4/18 9:00,J,13233
2015/4/18 12:00,J,15478
2015/4/18 15:00,J,12285
2015/4/18 18:00,J,14486
2015/4/18 21:00,J,12848
2015/4/19 0:00,J,5425
2015/4/19 0:00,J,3656
2015/4/19 3:00,J,5258
2015/4/19 6:00,J,4936
2015/4/19 9:00,J,10325
2015/4/19 12:00,J,14089
2015/4/19 15:00,J,10572
2015/4/19 18:00,J,14196
2015/4/19 21:00,J,10542
2015/4/20 0:00,J,4566
2015/4/20 0:00,J,3609
2015/4/20 3:00,J,3906
2015/4/20 6:00,J,6763
2015/4/20 9:00,J,28853
2015/4/20 12:00,J,28133
2015/4/20 15:00,J,21738
2015/4/20 18:00,J,22311
2015/4/20 21:00,J,22170
2015/4/21 0:00,J,11361
2015/4/21 0:00,J,7306
2015/4/21 3:00,J,7461
2015/4/21 6:00,J,7184
2015/4/21 9:00,J,25807
2015/4/21 12:00,J,24318
2015/4/21 15:00,J,22264
2015/4/21 18:00,J,21764
2015/4/21 21:00,J,21622
2015/4/22 0:00,J,11450
2015/4/22 0:00,J,9147
2015/4/22 3:00,J,6097
2015/4/22 6:00,J,5984
2015/4/22 9:00,J,27756
2015/4/22 12:00,J,26792
2015/4/22 15:00,J,23330
2015/4/22 18:00,J,22507
2015/4/22 21:00,J,19763
2015/4/23 0:00,J,10791
2015/4/23 0:00,J,8210
2015/4/23 3:00,J,7859
2015/4/23 6:00,J,7579
2015/4/23 9:00,J,32846
2015/4/23 12:00,J,31370
2015/4/23 15:00,J,26692
2015/4/23 18:00,J,21757
2015/4/23 21:00,J,24789
2015/4/24 0:00,J,11081
2015/4/24 0:00,J,9158
2015/4/24 3:00,J,8741
2015/4/24 6:00,J,7060
2015/4/24 9:00,J,27716
2015/4/24 12:00,J,28656
2015/4/24 15:00,J,20928
2015/4/24 18:00,J,25143
2015/4/24 21:00,J,21627
2015/4/25 0:00,J,10195
2015/4/25 0:00,J,7646
2015/4/25 3:00,J,10983
2015/4/25 6:00,J,7875
2015/4/25 9:00,J,13391
2015/4/25 12:00,J,14124
2015/4/25 15:00,J,11504
2015/4/25 18:00,J,12965
2015/4/25 21:00,J,15094
2015/4/26 0:00,J,6361
2015/4/26 0:00,J,4187
2015/4/26 3:00,J,4567
2015/4/26 6:00,J,4276
2015/4/26 9:00,J,10038
2015/4/26 12:00,J,12977
2015/4/26 15:00,J,9588
2015/4/26 18:00,J,11472
2015/4/26 21:00,J,11733
2015/4/27 0:00,J,4305
2015/4/27 0:00,J,3126
2015/4/27 3:00,J,4150
2015/4/27 6:00,J,7444
2015/4/27 9:00,J,27109
2015/4/27 12:00,J,28362
2015/4/27 15:00,J,22420
2015/4/27 18:00,J,26298
2015/4/27 21:00,J,23149
2015/4/28 0:00,J,9350
2015/4/28 0:00,J,7004
2015/4/28 3:00,J,8388
2015/4/28 6:00,J,7376
2015/4/28 9:00,J,25205
2015/4/28 12:00,J,25868
2015/4/28 15:00,J,22735
2015/4/28 18:00,J,20257
2015/4/28 21:00,J,20467
2015/4/29 0:00,J,9063
2015/4/29 0:00,J,6090
2015/4/29 3:00,J,7258
2015/4/29 6:00,J,7123
2015/4/29 9:00,J,23624
2015/4/29 12:00,J,27914
2015/4/29 15:00,J,27704
2015/4/29 18:00,J,24335
2015/4/29 21:00,J,21311
2015/4/30 0:00,J,7722
2015/4/30 0:00,J,5736
2015/4/30 3:00,J,6342
2015/4/30 6:00,J,8331
2015/4/30 9:00,J,26838
2015/4/30 12:00,J,28661
2015/4/30 15:00,J,19777
2015/4/30 18:00,J,21882
2015/4/30 21:00,J,21933
2015/5/1 0:00,J,8009
,,
