时间,区域,出租车数量,公交车数量,气温,风向,风速,雨量,AQI,空气质量
2015-04-15 15:00:00,F,44884,166,22.5,197,3.6,0,80,良
2015-04-15 18:00:00,F,39614,205,19.8,127,2.8,0,95,良
2015-04-15 21:00:00,F,44964,112,17.1,189,0.8,0,113,轻度污染
2015-04-16 00:00:00,F,31244,5,15.5,252,0.8,0,104,轻度污染
2015-04-16 03:00:00,F,17100,0,16.1,233,2,0,112,轻度污染
2015-04-16 06:00:00,F,17891,57,16.7,179,2.8,0,105,轻度污染
2015-04-16 09:00:00,F,35393,187,19.5,297,0.8,0,102,轻度污染
2015-04-16 12:00:00,F,38078,149,24.7,301,3,0,112,轻度污染
2015-04-16 15:00:00,F,44366,169,22.3,351,8.6,0,119,轻度污染
2015-04-16 18:00:00,F,40874,197,17.2,13,3.9,0,87,良
2015-04-16 21:00:00,F,43792,96,14.6,65,2.9,0,74,良
2015-04-17 00:00:00,F,33168,8,12.8,88,1.9,0,87,良
2015-04-17 03:00:00,F,16822,0,12.5,71,2.7,0,80,良
2015-04-17 06:00:00,F,23301,60,12.9,121,2,0,85,良
2015-04-17 09:00:00,F,39755,181,16.9,126,4,0,79,良
2015-04-17 15:00:00,F,39792,152,19.6,100,5.1,0,120,轻度污染
2015-04-17 18:00:00,F,39239,181,16.5,86,5.7,0,113,轻度污染
2015-04-17 21:00:00,F,45100,114,15.4,131,3,0,98,良
2015-04-18 00:00:00,F,35100,2,16.4,112,2.7,0,87,良
2015-04-18 03:00:00,F,20339,0,16.8,116,3.3,0,89,良
2015-04-18 06:00:00,F,23222,56,17.2,131,2.7,0,78,良
2015-04-18 09:00:00,F,46206,172,22.3,186,3.6,0,74,良
2015-04-18 12:00:00,F,40807,153,24.1,222,3.6,0,73,良
2015-04-18 15:00:00,F,46561,181,25.3,202,3.5,0,118,轻度污染
2015-04-18 18:00:00,F,38430,191,22,123,3.1,0,82,良
2015-04-18 21:00:00,F,40373,91,18.8,135,1.1,0,92,良
2015-04-19 00:00:00,F,28902,6,18.1,142,1.6,0,102,轻度污染
2015-04-19 03:00:00,F,13886,0,18.2,266,1.8,0.1,102,轻度污染
2015-04-19 06:00:00,F,19393,74,18.3,276,1.2,0,144,轻度污染
2015-04-19 09:00:00,F,42785,177,19.5,41,1,0,193,中度污染
2015-04-19 12:00:00,F,38876,157,23.2,275,1.7,0,240,重度污染
2015-04-19 15:00:00,F,42234,159,24.6,56,1.9,0,222,重度污染
2015-04-19 18:00:00,F,37594,186,21,81,1.3,0,211,重度污染
2015-04-19 21:00:00,F,41422,80,18.2,61,1.4,0,65,良
2015-04-20 00:00:00,F,24559,9,12.8,347,6,0.2,35,优
2015-04-20 03:00:00,F,14667,0,12.1,313,3.4,0.5,32,优
2015-04-20 06:00:00,F,17934,55,12,20,5.6,0.1,57,良
2015-04-20 09:00:00,F,31614,167,12.2,322,2.9,0.8,57,良
2015-04-20 12:00:00,F,40102,149,13.8,339,3.9,0,77,良
2015-04-20 15:00:00,F,42984,165,15.2,294,3.4,0,97,良
2015-04-20 18:00:00,F,42787,200,15.3,12,7.2,0,77,良
2015-04-20 21:00:00,F,43407,99,13.4,19,5.5,0,87,良
2015-04-21 00:00:00,F,31752,4,11.6,319,1.3,0,58,良
2015-04-21 03:00:00,F,15219,0,10.1,341,1.1,0,68,良
2015-04-21 06:00:00,F,21353,66,7.1,281,0.5,0,74,良
2015-04-21 09:00:00,F,34584,176,15.7,63,1.5,0,73,良
2015-04-21 12:00:00,F,38953,169,19.6,109,2.3,0,63,良
2015-04-21 15:00:00,F,43060,143,20.6,95,1.9,0,41,优
2015-04-21 18:00:00,F,40562,189,18.4,154,2.6,0,51,良
2015-04-21 21:00:00,F,46670,100,13.6,146,0.9,0,68,良
2015-04-22 00:00:00,F,30560,7,11.3,118,1.4,0,117,轻度污染
2015-04-22 03:00:00,F,15651,0,9.2,////,0.1,0,95,良
2015-04-22 06:00:00,F,18985,63,9.1,196,1.1,0,105,轻度污染
2015-04-22 09:00:00,F,29928,217,17.4,220,2.3,0,112,轻度污染
2015-04-22 12:00:00,F,39164,156,22.7,308,2,0,103,轻度污染
2015-04-22 15:00:00,F,42463,161,24.7,160,1.8,0,106,轻度污染
2015-04-22 18:00:00,F,43194,208,20,136,2.9,0,144,轻度污染
2015-04-22 21:00:00,F,44984,96,16.5,89,1.3,0,139,轻度污染
2015-04-23 06:00:00,F,21896,51,12.8,81,1.1,0,115,轻度污染
2015-04-23 09:00:00,F,34013,205,19.8,179,1.2,0,125,轻度污染
2015-04-23 12:00:00,F,34115,173,24.5,204,4.4,0,96,良
2015-04-23 15:00:00,F,41338,158,25,193,5.3,0,54,良
2015-04-23 18:00:00,F,42958,202,21.8,127,2.7,0,68,良
2015-04-23 21:00:00,F,46203,100,18.7,103,2.2,0,80,良
2015-04-24 00:00:00,F,31369,4,17,102,1.4,0,60,良
2015-04-24 03:00:00,F,17297,0,16,93,1.7,0,55,良
2015-04-24 06:00:00,F,21734,64,15.8,132,1.4,0,53,良
2015-04-24 09:00:00,F,34295,194,18.3,137,1.9,0,77,良
2015-04-24 12:00:00,F,38350,148,20.9,86,0.8,0,110,轻度污染
2015-04-24 15:00:00,F,42225,154,21.6,72,1,0,100,良
2015-04-24 18:00:00,F,40004,191,20.3,89,1.1,0,98,良
2015-04-24 21:00:00,F,45944,116,16.6,122,0.3,0,119,轻度污染
2015-04-25 00:00:00,F,34705,5,13,91,0.6,0,122,轻度污染
2015-04-25 03:00:00,F,17816,0,11.4,228,0.3,0,132,轻度污染
2015-04-25 06:00:00,F,22597,59,11.2,////,0,0,124,轻度污染
2015-04-25 09:00:00,F,44684,185,22.5,93,0.9,0,147,轻度污染
2015-04-25 12:00:00,F,40015,159,27,131,2.1,0,105,轻度污染
2015-04-25 15:00:00,F,44913,167,28.1,116,1.8,0,104,轻度污染
2015-04-25 18:00:00,F,40657,200,24,110,2.5,0,58,良
2015-04-25 21:00:00,F,42280,105,19.3,153,3.1,0,113,轻度污染
2015-04-26 00:00:00,F,29788,8,16.5,107,1.8,0,98,良
2015-04-26 03:00:00,F,16348,0,15.3,118,1.6,0,73,良
2015-04-26 06:00:00,F,22102,64,16.1,102,1.4,0,79,良
2015-04-26 09:00:00,F,43980,183,23.2,157,2.6,0,70,良
2015-04-26 12:00:00,F,33388,165,25.9,88,4.3,0,65,良
2015-04-26 15:00:00,F,42258,164,25.7,159,6.2,0,70,良
2015-04-26 18:00:00,F,38980,209,22.5,142,5.4,0,80,良
2015-04-26 21:00:00,F,42972,104,18.9,114,3,0,87,良
2015-04-27 00:00:00,F,29914,2,17.5,147,2.8,0,92,良
2015-04-27 03:00:00,F,15560,0,17.7,127,3.3,0,94,良
2015-04-27 06:00:00,F,20310,57,17.6,116,3.1,0,67,良
2015-04-27 09:00:00,F,32361,182,22.2,190,4.6,0,63,良
2015-04-27 12:00:00,F,37978,152,23.9,161,5,0,58,良
2015-04-27 15:00:00,F,45479,161,24.6,154,3.4,0,63,良
2015-04-27 18:00:00,F,40938,198,21.7,161,4.4,0,64,良
2015-04-27 21:00:00,F,42720,109,19.6,157,2.5,0,59,良
2015-04-28 00:00:00,F,30151,6,18.8,132,2.2,0,74,良
2015-04-28 03:00:00,F,17283,0,18.4,125,1.2,0,74,良
2015-04-28 06:00:00,F,20926,51,18.6,195,1.2,0,100,良
2015-04-28 09:00:00,F,34259,194,25.2,264,3.8,0,125,轻度污染
2015-04-28 12:00:00,F,41289,143,28.5,248,6.7,0,98,良
2015-04-28 15:00:00,F,43586,164,30.1,295,6.2,0,82,良
2015-04-28 18:00:00,F,41305,172,29.1,320,1.2,0,84,良
2015-04-28 21:00:00,F,45536,98,20.9,56,3.1,0,94,良
2015-04-29 00:00:00,F,32414,6,17.3,89,4.4,7.3,38,优
2015-04-29 03:00:00,F,16493,0,17,201,2,0,48,优
2015-04-29 06:00:00,F,19762,52,17.7,73,0.6,0,90,良
2015-04-29 09:00:00,F,33191,173,19.4,357,3.9,0,83,良
2015-04-29 12:00:00,F,39484,158,18.6,21,4.8,0,74,良
2015-04-29 15:00:00,F,48053,147,19,323,4.1,0,52,良
2015-04-29 18:00:00,F,46027,188,19.3,317,3.8,0,45,优
2015-04-29 21:00:00,F,45483,103,17.7,331,1.7,0,65,良
2015-04-30 00:00:00,F,28443,1,16.2,288,0.6,0,90,良
2015-04-30 03:00:00,F,16633,0,14.2,288,1.2,0,118,轻度污染
2015-04-30 06:00:00,F,22392,86,15.2,354,1.7,0,117,轻度污染
2015-04-30 09:00:00,F,37261,179,21.5,30,3.3,0,114,轻度污染
2015-04-30 12:00:00,F,38732,146,25,20,2.8,0,79,良
2015-04-30 15:00:00,F,40407,145,26.7,350,4.6,0,72,良
2015-04-30 18:00:00,F,40474,156,21.4,87,3.2,0,113,轻度污染
2015-04-30 21:00:00,F,41811,113,18,70,2.1,0,89,良
2015-04-01 00:00:00,G,1035,17,18.6,////,0,0,102,轻度污染
2015-04-01 03:00:00,G,1732,2,16.6,29,1.2,0,110,轻度污染
2015-04-01 06:00:00,G,2902,341,16.1,99,0.5,0,113,轻度污染
2015-04-01 09:00:00,G,3314,610,21.5,100,4.7,0,78,良
2015-04-01 12:00:00,G,2694,494,24.2,59,5.6,0,42,优
2015-04-01 15:00:00,G,1723,445,20.3,79,5.3,0,59,良
2015-04-01 18:00:00,G,2350,505,15.7,76,5.1,0,63,良
2015-04-01 21:00:00,G,2532,385,15.7,84,1.5,0,36,优
2015-04-02 00:00:00,G,3569,76,15.9,119,4.3,0,38,优
2015-04-02 03:00:00,G,3082,2,16.3,146,2.5,0,39,优
2015-04-02 06:00:00,G,2486,357,16.6,167,3.6,0,38,优
2015-04-02 09:00:00,G,3512,640,22.2,177,7.7,0,55,良
2015-04-02 12:00:00,G,3237,123,25.2,179,7.6,0,68,良
2015-04-02 15:00:00,G,4379,276,26.8,187,7.1,0,80,良
2015-04-02 18:00:00,G,2823,490,24.5,284,5.4,0,122,轻度污染
2015-04-02 21:00:00,G,2553,388,20.8,27,0.8,3.9,102,轻度污染
2015-04-03 00:00:00,G,3387,81,18.1,346,2.2,0.3,72,良
2015-04-03 03:00:00,G,3278,2,15.6,340,1.6,5.1,84,良
2015-04-03 06:00:00,G,2995,348,13.7,3,3.7,0,98,良
2015-04-03 09:00:00,G,3269,621,13.1,24,4.7,0,108,轻度污染
2015-04-03 12:00:00,G,2182,454,12.7,32,6.6,0,142,轻度污染
2015-04-03 15:00:00,G,1994,424,12.1,40,5.3,0,103,轻度污染
2015-04-03 18:00:00,G,2435,520,11.9,60,4.6,0,63,良
2015-04-03 21:00:00,G,2571,387,12.1,68,1.9,0,65,良
2015-04-04 00:00:00,G,2884,84,12.4,86,1.5,0,64,良
2015-04-04 03:00:00,G,2967,2,12.7,84,3.4,0,69,良
2015-04-04 06:00:00,G,3190,283,12.9,112,5.3,0,48,优
2015-04-04 09:00:00,G,4445,540,13.6,////,0,0,55,良
2015-04-04 12:00:00,G,3119,474,17.3,199,4.2,0,64,良
2015-04-04 15:00:00,G,2650,447,17.8,316,2.6,0,94,良
2015-04-04 18:00:00,G,2873,504,18,330,1.5,0,124,轻度污染
2015-04-04 21:00:00,G,3063,349,15.7,71,3.1,0,166,中度污染
2015-04-05 00:00:00,G,2917,75,14,46,1.4,0,97,良
2015-04-05 03:00:00,G,2933,2,13.5,64,2.6,0,82,良
2015-04-05 06:00:00,G,3268,250,13.2,58,2.8,0.1,69,良
2015-04-05 09:00:00,G,3875,539,12.9,52,2.9,1.6,58,良
2015-04-05 12:00:00,G,2498,483,13.8,20,2.9,0,46,优
2015-04-05 15:00:00,G,3046,469,13.1,40,5.7,0,46,优
2015-04-05 18:00:00,G,2412,504,12.9,33,4.6,0,45,优
2015-04-05 21:00:00,G,2327,350,11.7,11,8.3,0.2,42,优
2015-04-06 00:00:00,G,3290,76,11.4,27,6.3,4.4,42,优
2015-04-06 03:00:00,G,2935,2,11.4,7,3.4,2.6,25,优
2015-04-06 06:00:00,G,2984,282,11.3,0,4.3,1.5,23,优
2015-04-06 09:00:00,G,4887,518,11,19,4.3,2.8,31,优
2015-04-06 12:00:00,G,3844,473,11.2,14,7.7,0,42,优
2015-04-06 15:00:00,G,3245,460,11.8,21,6.5,0,42,优
2015-04-06 18:00:00,G,3943,481,10.6,24,8.4,1.7,58,良
2015-04-06 21:00:00,G,2341,367,10.1,14,9.3,0,47,优
2015-04-07 00:00:00,G,3105,78,9.1,20,8.3,0.5,54,良
2015-04-07 03:00:00,G,2835,2,8.1,10,7.7,0.6,/,/
2015-04-07 06:00:00,G,3334,365,7.9,20,7.3,0,28,优
2015-04-07 09:00:00,G,3470,621,8.3,355,5.2,0,46,优
2015-04-07 12:00:00,G,2760,470,8.3,11,6.8,0.2,45,优
2015-04-07 15:00:00,G,2537,429,7.1,359,5.7,1.5,42,优
2015-04-07 18:00:00,G,1984,532,6.8,6,7,0.4,32,优
2015-04-07 21:00:00,G,1446,394,5.8,351,2.8,0.3,31,优
2015-04-08 00:00:00,G,2540,74,6.1,303,3.3,0,26,优
2015-04-08 03:00:00,G,2909,2,6,358,4.7,0,29,优
2015-04-08 06:00:00,G,4098,347,7,5,7.3,0,37,优
2015-04-08 09:00:00,G,3463,613,8.4,18,5.1,0,40,优
2015-04-08 12:00:00,G,2838,481,10.2,12,6.3,0,33,优
2015-04-08 15:00:00,G,2456,451,11.5,56,7.1,0,42,优
2015-04-08 18:00:00,G,1962,540,8.8,38,3.7,0,35,优
2015-04-08 21:00:00,G,1743,409,7.2,23,3.4,0,45,优
2015-04-09 00:00:00,G,2384,80,4.8,////,0,0,36,优
2015-04-09 03:00:00,G,3563,2,4.1,////,0,0,/,/
2015-04-09 06:00:00,G,3613,357,3.4,357,1.1,0,42,优
2015-04-09 09:00:00,G,3728,606,11.4,53,2.9,0,35,优
2015-04-09 12:00:00,G,2189,464,12.8,51,4.8,0,40,优
2015-04-09 15:00:00,G,2334,430,12.6,118,3.1,0,44,优
2015-04-09 18:00:00,G,1763,543,11.5,133,2.2,0,47,优
2015-04-09 21:00:00,G,1231,386,11.4,60,1,0,62,良
2015-04-10 00:00:00,G,2432,83,10.8,////,0,0,65,良
2015-04-10 03:00:00,G,3231,2,10,////,0,0,67,良
2015-04-10 06:00:00,G,3437,358,9,348,0.3,0,77,良
2015-04-10 09:00:00,G,3020,617,14.3,27,4.8,0,55,良
2015-04-10 12:00:00,G,2365,481,15.4,43,5,0,50,优
2015-04-10 15:00:00,G,2687,417,14.1,38,5.6,0,52,良
2015-04-10 18:00:00,G,3145,513,11.9,35,4.2,0,49,优
2015-04-10 21:00:00,G,2310,400,9.5,32,3.1,0,44,优
2015-04-11 00:00:00,G,3530,83,7.6,19,0.9,0,58,良
2015-04-11 03:00:00,G,3767,2,6.2,340,1.1,0,62,良
2015-04-11 06:00:00,G,2713,267,6,////,0,0,65,良
2015-04-11 09:00:00,G,3506,516,13.9,80,3.9,0,40,优
2015-04-11 12:00:00,G,3509,509,15.8,72,4.4,0,42,优
2015-04-11 15:00:00,G,2611,463,16.7,74,4.9,0,52,良
2015-04-11 18:00:00,G,3586,530,13.9,65,3.1,0,74,良
2015-04-11 21:00:00,G,2487,377,11.9,130,1.4,0,93,良
2015-04-12 00:00:00,G,2911,78,11.6,101,1.5,0,87,良
2015-04-12 03:00:00,G,3011,2,10.9,83,1,0,74,良
2015-04-12 06:00:00,G,3545,268,12.1,115,2,0,63,良
2015-04-12 09:00:00,G,4981,518,14.3,106,3.9,0,48,优
2015-04-12 12:00:00,G,2989,480,17.9,108,4.7,0,57,良
2015-04-12 15:00:00,G,3268,484,18.3,102,4.2,0,47,优
2015-04-12 18:00:00,G,3227,523,14.7,113,2.9,0,45,优
2015-04-12 21:00:00,G,2846,374,13.2,252,1.2,0,64,良
2015-04-13 00:00:00,G,2761,78,13.7,312,6.2,0,84,良
2015-04-13 03:00:00,G,2504,2,11.6,258,0.8,0,82,良
2015-04-13 06:00:00,G,3714,358,10.4,284,7.5,0,64,良
2015-04-13 09:00:00,G,4752,636,12.9,291,5.6,0,82,良
2015-04-13 12:00:00,G,2426,507,15,300,9.6,0,90,良
2015-04-13 15:00:00,G,2644,452,14.2,299,4.6,0,79,良
2015-04-13 18:00:00,G,2879,561,13.1,272,5.7,0,/,/
2015-04-13 21:00:00,G,2820,394,10.5,291,6.8,0,/,/
2015-04-14 00:00:00,G,3309,76,8.8,257,5.1,0,65,良
2015-04-14 03:00:00,G,3131,2,8.4,268,5.3,0,68,良
2015-04-14 06:00:00,G,3439,353,7.7,268,7.1,0.4,58,良
2015-04-14 09:00:00,G,4127,656,9.2,284,9,0,104,轻度污染
2015-04-14 12:00:00,G,3041,522,11.4,289,9.7,0,75,良
2015-04-14 15:00:00,G,3207,460,15.8,284,8,0,102,轻度污染
2015-04-14 18:00:00,G,2677,585,15.8,265,4.4,0,97,良
2015-04-14 21:00:00,G,2410,401,12.8,245,1.1,0,127,轻度污染
2015-04-15 00:00:00,G,3426,75,10.4,216,2.6,0,133,轻度污染
2015-04-15 03:00:00,G,2204,2,8.8,198,2.4,0,147,轻度污染
2015-04-15 06:00:00,G,3032,344,9.6,195,2.4,0,142,轻度污染
2015-04-15 09:00:00,G,3361,647,17.7,209,7.4,0,110,轻度污染
2015-04-15 12:00:00,G,2664,470,18.9,199,5.5,0,79,良
2015-04-15 15:00:00,G,2005,464,20.5,194,6.6,0,78,良
2015-04-15 18:00:00,G,2104,553,18.1,169,2.2,0,107,轻度污染
2015-04-15 21:00:00,G,1134,402,16.1,180,2,0,119,轻度污染
2015-04-16 00:00:00,G,2215,81,15.6,184,2.8,0,90,良
2015-04-16 03:00:00,G,2348,2,16.2,215,3.5,0,117,轻度污染
2015-04-16 06:00:00,G,2816,363,16,204,3.1,0,139,轻度污染
2015-04-16 09:00:00,G,2948,673,18.8,213,0.9,0,134,轻度污染
2015-04-16 12:00:00,G,2038,486,24.2,351,3.2,0,/,/
2015-04-16 15:00:00,G,2016,458,21.4,14,12.2,0,120,轻度污染
2015-04-16 18:00:00,G,2565,561,14.8,19,10.5,0,88,良
2015-04-16 21:00:00,G,2555,413,12.8,46,3.5,0,76,良
2015-04-17 00:00:00,G,3116,75,12.1,100,2.3,0,79,良
2015-04-17 03:00:00,G,3371,2,11.6,108,2.3,0,81,良
2015-04-17 06:00:00,G,3283,363,12,128,2.1,0,90,良
2015-04-17 09:00:00,G,3363,629,16.4,131,10,0,114,轻度污染
2015-04-17 12:00:00,G,1955,482,17.6,115,8.2,0,93,良
2015-04-17 15:00:00,G,2306,456,17.2,129,8,0,87,良
2015-04-17 18:00:00,G,1838,538,15.1,126,5.2,0,86,良
2015-04-17 21:00:00,G,2193,387,14.7,142,5.3,0,74,良
2015-04-18 00:00:00,G,2909,75,16.1,156,3.4,0,73,良
2015-04-18 03:00:00,G,3322,2,16.8,139,1.9,0,103,轻度污染
2015-04-18 06:00:00,G,4253,273,16.7,180,2.2,0,95,良
2015-04-18 09:00:00,G,4348,547,22.5,192,6.9,0,79,良
2015-04-18 12:00:00,G,4199,487,24.1,204,9.3,0,94,良
2015-04-18 15:00:00,G,3007,448,23.2,206,5.1,0,104,轻度污染
2015-04-18 18:00:00,G,2044,525,20.9,164,2.4,0,89,良
2015-04-18 21:00:00,G,3012,357,17,134,1.8,0,104,轻度污染
2015-04-19 00:00:00,G,3427,78,16.4,172,2.1,0,107,轻度污染
2015-04-19 03:00:00,G,3058,2,17.5,////,0,0,98,良
2015-04-19 06:00:00,G,3972,270,18,266,1.9,0.1,142,轻度污染
2015-04-19 09:00:00,G,5747,510,19.4,328,0.9,0,204,重度污染
2015-04-19 12:00:00,G,4439,487,21.9,32,3.4,0,280,重度污染
2015-04-19 15:00:00,G,3438,455,18.8,97,1.9,0,196,中度污染
2015-04-19 18:00:00,G,2355,528,17.4,47,3.3,0,83,良
2015-04-19 21:00:00,G,2298,354,15,26,3.9,0,70,良
2015-04-20 00:00:00,G,3218,79,12.9,10,6.1,0.2,50,优
2015-04-20 03:00:00,G,3368,2,11.9,347,8.1,0,45,优
2015-04-20 06:00:00,G,2916,360,11.8,332,4.8,0,79,良
2015-04-20 09:00:00,G,3957,653,12,343,5.3,0.5,79,良
2015-04-20 12:00:00,G,3540,517,14.2,345,5.6,0,93,良
2015-04-20 15:00:00,G,3102,461,15,329,7.3,0,104,轻度污染
2015-04-20 18:00:00,G,1818,549,14.3,347,5.3,0,88,良
2015-04-20 21:00:00,G,1853,398,12.7,348,5.4,0,78,良
2015-04-21 00:00:00,G,2520,79,10.8,342,2.2,0,69,良
2015-04-21 03:00:00,G,2194,2,9.7,324,2.1,0,67,良
2015-04-21 06:00:00,G,3053,351,7.1,////,0,0,74,良
2015-04-21 09:00:00,G,3661,651,14.8,343,4.3,0,74,良
2015-04-21 12:00:00,G,2124,497,17.7,35,5,0,48,优
2015-04-21 15:00:00,G,2738,440,17.9,50,2.2,0,42,优
2015-04-21 18:00:00,G,2377,559,15.9,69,2,0,63,良
2015-04-21 21:00:00,G,1504,387,10.8,////,0,0,102,轻度污染
2015-04-22 00:00:00,G,2881,76,9.4,////,0,0,113,轻度污染
2015-04-22 03:00:00,G,3367,2,8.8,////,0,0,105,轻度污染
2015-04-22 06:00:00,G,3558,347,8.6,////,0,0,142,轻度污染
2015-04-22 09:00:00,G,2993,659,17.1,222,2.9,0,124,轻度污染
2015-04-22 12:00:00,G,3337,494,22.1,271,3,0,119,轻度污染
2015-04-22 15:00:00,G,3324,467,21.6,182,4.8,0,125,轻度污染
2015-04-22 18:00:00,G,2339,555,18.3,150,1.4,0,142,轻度污染
2015-04-22 21:00:00,G,2652,395,14.7,145,0.8,0,169,中度污染
2015-04-23 06:00:00,G,3062,345,12.7,148,1.4,0,132,轻度污染
2015-04-23 09:00:00,G,3089,635,18.1,175,3,0,118,轻度污染
2015-04-23 12:00:00,G,2312,506,22.9,191,3.8,0,90,良
